iid bid
16904 284
24418 42
16293 219
23212 280
14922 97
16291 42
18979 507
38066 243
72543 284
62528 6
42790 243
16227 284
54795 284
15527 243
5789 948
89808 243
74847 243
26885 948
78083 313
4813 243
87335 400
84666 246
92480 243
12314 6
78287 481
91433 284
71098 998
2950 70
33203 284
67396 284
76943 243
25 819
1176 819
13493 233
66341 288
20992 6
72771 284
707 882
78130 284
69805 70
6533 550
508 284
58993 294
38413 243
20732 406
76925 243
58143 695
41095 243
35607 995
6184 19
8864 251
12946 406
20636 19
80269 284
85762 708
18478 687
7381 284
17966 284
92211 708
17965 358
82803 632
76544 653
16716 94
79247 339
34064 34
1901 303
13019 511
69286 34
57119 448
49637 169
43410 575
86627 922
64654 414
84572 203
83591 509
669 550
33188 21
68943 987
33425 284
92704 395
82575 26
24292 415
84024 284
25508 169
5978 284
87944 19
13060 290
2721 104
9909 179
3597 832
13815 893
371 550
74335 638
75196 681
14084 690
24297 109
13074 825
27687 443
37422 329
23029 262
12814 179
3248 280
8771 164
8867 832
18776 363
17337 169
17309 550
64407 49
45608 607
43711 908
39110 166
89904 472
64631 246
65439 42
63501 575
90241 284
48300 37
56474 606
56373 256
53069 25
56045 708
54628 243
53542 381
53758 922
53041 284
15077 381
49762 632
47439 509
47995 364
45316 663
45312 381
46745 47
43289 25
82421 832
44414 358
95327 233
44570 157
45054 6
2386 871
39091 243
38567 714
37598 194
92624 167
11202 113
7478 358
4704 893
4091 284
5225 417
95612 32
95271 574
91465 358
91160 340
90128 358
65074 996
83084 32
95340 169
24240 117
37588 893
4781 109
93277 832
84455 407
28949 284
75320 109
90209 980
10949 19
68859 19
40253 19
81284 674
3811 887
31850 887
38638 243
33674 4
51569 27
49274 366
91314 366
75622 366
75624 141
75623 366
75005 366
75004 366
22401 366
71413 634
93652 683
80074 683
94075 281
89901 281
92830 281
43345 281
88793 529
88293 462
92732 12
7909 113
45629 875
30281 157
8990 711
90945 651
80128 243
75289 243
43391 791
43390 791
43389 791
85937 358
90109 366
3862 366
90110 366
82221 121
3802 875
71667 56
28080 284
85490 113
88517 651
22649 297
30257 6
28690 932
36863 284
6948 284
54785 972
51568 477
52078 200
50782 6
26692 695
50237 509
48776 500
800 276
30308 276
33618 314
93333 113
5802 284
19064 462
78909 942
23781 472
7994 322
432 60
456 773
17562 41
12842 280
4626 893
37615 988
71337 19
8527 571
15069 688
1451 832
88060 910
899 470
76109 470
21500 185
68324 688
83978 276
6626 546
35331 276
10630 727
83429 284
13690 284
64164 138
36999 117
4076 86
23773 832
70393 332
6372 284
88132 483
68322 185
2307 791
29230 832
17896 42
9484 688
36873 284
17339 470
13530 727
16930 727
11632 688
14712 185
34918 397
23302 615
25571 169
29405 121
1962 191
93713 19
14211 190
23909 190
89043 340
22340 340
22899 615
25569 615
24604 615
25570 21
5741 909
85044 141
83504 423
71913 121
63669 19
14024 191
776 42
17872 472
24528 472
33534 472
18642 472
43097 101
53605 284
52155 105
69466 472
25168 472
77009 358
87474 6
45481 893
43749 6
83628 418
40557 57
93257 308
42193 904
79186 53
76636 866
68302 472
21492 77
94207 71
73209 413
81877 900
47505 345
7797 791
40525 19
21888 846
32046 472
10692 191
18038 859
18034 472
11329 19
70996 509
21844 801
79067 448
75990 801
36201 758
24977 448
53324 987
44287 6
44308 714
28019 6
31257 221
79244 246
3707 771
30405 284
30898 63
4897 113
6531 97
15329 340
79128 345
22635 246
26519 832
2117 487
17064 894
14013 487
13274 487
13239 487
52491 19
3521 97
17427 487
87592 345
4616 972
25818 233
14583 26
91482 433
40012 985
82922 345
8545 117
33423 185
28652 64
13762 246
1852 64
24376 64
30848 117
30582 64
24328 64
23814 832
24327 832
24391 832
92402 433
87552 433
80107 433
76739 433
15643 433
15615 433
15595 433
6199 246
6703 896
5483 246
13495 19
34912 838
80276 470
10091 64
5869 19
35990 433
35507 702
34714 19
94747 169
14416 19
1626 330
81921 109
17715 358
7691 996
605 19
8695 352
4939 485
48304 284
90066 634
49608 284
47869 686
41106 272
42128 194
81062 345
89520 470
41592 345
28708 381
22438 284
64524 233
32648 848
71881 918
93314 284
95706 832
26659 381
87394 819
70128 530
2217 530
32907 848
33105 848
23990 381
18273 848
6649 284
83763 158
84096 284
83222 483
82837 284
76359 284
36477 819
91055 491
54538 284
52438 77
51023 77
52437 136
93915 284
52439 284
31823 692
52831 921
3101 887
77754 969
91443 19
23030 284
64151 714
12945 478
16964 90
68544 11
19096 943
21960 90
79997 200
2505 19
36362 577
81878 42
1905 832
22906 121
17420 893
38930 322
10064 19
7663 19
72054 19
89417 199
42402 19
52348 19
90022 363
28532 19
28589 19
422 19
70973 19
73425 19
956 19
44051 200
5787 200
32443 200
37883 200
16000 701
8250 19
85305 433
986 19
66713 199
302 199
95656 200
91144 775
3986 199
23161 340
5226 250
85845 250
74293 141
75954 250
1312 250
29355 250
1744 19
1024 171
35846 200
37882 200
44050 200
72148 225
3823 225
3300 179
10870 284
29847 284
17800 447
81814 20
83637 6
52446 340
19171 624
45254 60
6741 472
17063 382
44416 340
3781 358
2651 330
82714 41
84893 603
85304 273
91480 34
90449 19
89917 803
11077 284
71432 171
36282 470
84616 138
58862 574
7054 689
11431 358
87970 60
81329 7
80910 430
74095 284
81126 511
72521 167
66662 787
50138 6
63612 167
50869 284
53722 113
24873 121
85056 574
79998 246
74875 143
48603 470
65355 575
60210 246
52469 148
16858 651
12716 560
69484 880
14143 281
10288 345
77050 575
95239 714
11626 805
83853 6
95814 714
3886 470
12765 19
6274 19
888 330
3493 807
71617 272
67651 91
17517 91
33085 472
12871 104
74930 695
24611 281
67655 91
88901 233
18573 86
27655 243
29413 388
52950 943
8455 20
59180 554
6488 284
8306 750
14777 969
60276 167
82627 147
76839 284
25865 284
75027 740
68087 260
4240 825
6499 825
9125 690
5015 825
54161 623
1306 272
46153 916
24235 179
90581 104
16433 284
3898 358
18241 936
29893 893
86352 330
53031 246
12489 284
59151 470
81047 470
574 280
52949 319
60098 288
90981 284
46081 6
51546 752
46067 19
45866 32
81266 345
37766 345
47963 381
28888 6
94856 809
88737 345
41078 345
7866 470
7570 470
15981 284
33920 764
77518 764
92181 750
17592 777
79311 752
85034 752
85919 880
17935 284
79304 815
88516 381
29158 97
70872 90
84060 113
9025 358
85376 364
84989 470
55334 436
66346 535
72633 6
19516 777
18479 685
67695 604
42920 358
50162 340
78393 19
63838 470
54338 6
45649 284
54068 832
61829 19
63009 284
48653 674
52100 145
85955 284
70766 345
55644 284
59918 284
1565 358
45607 147
40314 113
43304 381
59719 345
87305 413
59937 477
91322 243
94992 943
76458 6
28736 900
79346 284
92539 233
12826 164
56697 246
14270 832
507 113
87178 206
75286 835
34357 169
51334 358
6299 113
46198 330
45090 73
43046 113
38288 33
27375 284
39543 887
86315 358
17557 340
28172 832
89825 708
81375 284
80914 169
29987 678
12080 104
77364 303
6097 303
21792 935
88802 253
32031 284
8687 751
17255 689
3389 60
76219 284
25938 936
9128 690
70700 297
94870 284
81518 401
90938 764
86952 845
83135 695
26308 913
75603 286
2472 511
24687 284
82990 284
69447 358
13043 514
26457 366
57218 358
59467 358
37765 147
61059 254
60762 12
19235 26
61056 25
55921 25
95287 25
43082 25
89772 25
59243 25
55267 25
87620 25
81357 25
38866 25
29574 25
60647 284
49187 25
58579 284
77768 25
77662 25
43868 25
21245 25
9307 25
88287 25
30123 367
55845 284
89510 284
58116 844
51456 284
80804 25
51851 284
50660 284
39354 284
42560 284
42477 619
92220 284
47383 284
47835 284
10815 284
45318 284
91661 284
72675 284
45017 284
14909 284
42710 284
44894 284
42601 284
38682 284
93379 284
27337 284
37884 284
93279 284
22677 284
3092 284
35597 109
25906 284
82243 345
91170 284
75808 284
1261 210
27656 965
45 284
71387 284
66111 258
1628 493
33440 358
15691 284
86195 284
24961 410
67832 258
33356 39
79223 258
66112 258
25615 258
64877 258
22243 90
19402 284
9127 690
83431 284
84059 632
64543 411
82328 284
66153 284
125 246
7917 97
74767 413
33476 266
33474 266
33479 266
69626 284
8499 893
19659 623
64542 358
10580 284
376 284
21173 284
24689 284
12856 19
72992 700
8104 284
37110 915
45868 323
37327 284
70596 345
15181 887
538 284
7321 345
95681 323
18739 395
73885 264
89582 323
84854 284
24247 194
62211 714
81188 19
37206 470
40018 575
63399 45
77190 15
62560 15
62714 44
57569 340
57497 15
27036 340
50757 155
56584 340
57456 340
57378 918
41431 812
75618 714
38616 769
89199 15
42465 340
94405 191
94729 191
37867 191
4728 243
51051 358
44929 355
45105 340
44808 113
75317 15
72536 243
45351 13
38824 358
29309 167
89419 340
66873 358
64116 15
79457 15
33555 15
86855 330
83020 497
29773 887
69686 15
3606 284
90804 301
84981 638
37175 154
26658 113
30276 221
87850 340
87339 15
71890 15
77479 583
5138 358
75163 330
66380 676
70852 358
93394 167
95525 167
86341 835
2993 880
78990 233
90515 880
83464 15
67746 358
2341 167
67341 15
91139 887
1511 632
95770 113
16618 15
88304 835
91130 358
68974 210
84401 638
95596 233
93114 413
70321 880
3013 358
75425 77
95490 330
93019 345
80763 583
85761 794
86391 330
94398 364
74024 855
90033 358
88240 233
31792 15
92687 630
18838 413
91711 364
68121 340
83266 505
29172 15
89236 420
36308 15
25910 15
22924 330
75390 574
77448 284
89054 358
91870 887
14179 26
5419 26
71871 880
90973 167
86290 358
18415 880
90514 358
75524 233
75588 887
5252 158
36118 880
90231 190
71582 167
72308 887
70753 887
77568 413
88618 233
70401 340
83186 812
2434 167
85992 632
87413 470
75757 330
76687 651
80102 413
79893 880
86401 358
67067 113
8754 794
37209 284
76102 574
4916 167
74471 632
21904 574
1478 632
317 880
31949 470
3213 812
23829 794
71005 812
13355 574
7876 6
51519 97
57485 19
1831 470
91592 284
9904 406
37210 630
7626 401
74905 401
90416 630
81205 6
28381 6
8402 916
19598 284
1829 284
6582 90
3291 202
23869 284
54723 996
41773 462
65675 362
53564 134
46416 11
56315 795
71452 11
31814 46
79662 258
56329 11
53910 11
41576 11
7634 11
77029 11
3035 11
51695 588
93577 11
82193 11
71125 11
85580 11
90317 11
52914 11
42650 11
50455 11
48945 11
29783 11
40821 11
27159 11
42167 11
40667 11
46831 11
3328 11
34139 11
86990 11
90358 11
85614 11
43754 11
38517 11
39341 75
29795 11
43753 11
90472 11
79921 11
64447 11
73123 11
27000 284
30012 990
63970 479
27161 11
43974 284
42494 284
63809 240
69022 11
78451 240
72754 240
74146 240
77842 258
72778 11
74149 240
70916 11
69435 11
5496 11
90418 11
87167 11
32337 11
71097 284
84082 284
18615 284
65835 20
5292 60
73649 6
87391 819
14912 809
67997 243
77290 169
81599 606
88796 358
86941 932
71229 358
91488 358
89540 284
197 225
17986 358
1573 6
66874 110
86911 19
87969 221
30997 109
75205 689
63815 41
83304 731
2243 171
73499 243
72228 284
66712 809
77725 97
2548 358
427 358
64557 220
15799 225
37112 243
30621 246
65721 626
74268 750
26379 233
36593 34
64530 206
17885 206
76600 284
76797 243
75072 131
71907 141
1280 246
21991 104
72 395
76962 261
86385 361
23591 444
24330 169
60922 6
41811 340
40694 628
24031 113
36298 6
11845 190
1003 104
54771 32
50941 243
57810 247
59752 20
53095 358
50855 120
40795 120
49474 39
55753 801
59130 638
57348 835
53689 340
55051 77
43032 835
41351 607
41397 607
48152 893
52118 692
55620 284
52728 120
52486 6
44964 120
45444 120
45703 120
45097 120
73739 82
68131 472
79467 368
25591 180
38916 284
22926 77
29542 605
81075 6
3014 77
93943 472
67061 472
82571 674
66266 607
40300 835
11429 20
70472 835
78626 835
3760 58
78890 835
6761 835
30551 835
14879 92
18683 470
30243 358
85983 6
89319 689
68465 6
4380 6
21841 472
82124 835
26892 835
13862 835
66265 835
92690 358
89773 835
82815 358
82826 835
81356 835
80370 835
19575 358
23951 835
23780 835
87086 835
78059 835
93111 629
22909 358
91965 284
90797 443
85883 19
81013 358
84864 835
70381 961
21772 835
77604 835
67058 6
81231 794
36874 276
83510 835
84785 358
74142 358
83356 835
65718 358
69891 224
84679 358
33011 358
25590 358
16965 358
34080 358
75997 6
35012 835
77012 358
25882 358
17039 358
25110 358
34022 689
20018 395
76016 494
446 689
31425 395
20831 395
71280 206
78057 75
92 6
25848 13
18812 284
32085 77
16698 6
73823 835
23819 358
71197 358
70141 890
67082 308
10143 34
68517 358
12828 246
12830 164
4330 34
20395 46
18578 77
15264 70
70840 132
74210 340
3784 284
30935 615
36568 284
24609 284
15669 77
16767 284
17838 284
30938 472
25018 178
19113 193
18284 284
24637 46
24164 284
9914 19
52824 987
9573 522
14027 522
10501 337
35770 900
63805 117
667 345
2225 179
33 345
25194 472
55725 19
39467 6
12215 6
27325 6
6214 304
23170 522
17595 26
81663 6
10000 19
72911 6
93320 584
66639 6
24974 825
30899 358
4744 345
10824 6
30412 288
33979 964
95303 345
3623 284
93072 345
82869 284
28415 288
1076 381
4908 964
25648 284
39393 507
3564 284
77000 470
8861 19
77316 470
89380 6
87847 340
27506 284
89786 303
35853 284
61296 6
42150 284
57631 607
56014 6
83294 815
25474 815
38658 345
55756 6
23307 815
41630 284
33348 185
84162 284
54446 284
60250 477
61683 6
83214 32
61214 871
57127 848
48318 290
57114 470
57518 44
8678 284
91240 6
95421 530
50959 470
48600 361
30557 470
49286 233
43072 886
43070 281
43064 470
30554 470
13732 22
46801 815
42104 6
4531 284
43469 38
41246 470
92913 6
1921 832
17744 284
23347 113
7420 284
17997 284
1059 276
93139 284
13028 246
21 284
23943 280
10742 42
93018 345
88121 6
94021 38
30133 598
727 38
61894 607
10695 708
52939 932
31985 6
39701 678
47656 575
29142 340
36574 824
4944 6
36297 158
30509 53
4346 358
32109 26
36234 6
91164 358
70347 175
83153 805
91767 6
87330 26
87022 495
35298 41
35561 651
85712 6
77530 803
32438 395
63799 146
71987 758
22556 284
83468 34
70752 340
19428 395
76355 284
40091 284
15285 34
24115 395
4786 322
31131 340
17358 19
53452 358
52273 113
46280 509
47675 401
94568 358
80258 41
43139 233
4359 345
38071 345
74697 157
88219 38
85129 394
81383 284
76914 284
164 233
38760 456
86896 34
42868 18
42866 18
50310 284
83610 913
76812 913
94450 987
87603 284
6442 904
28327 284
10694 950
23204 90
76974 439
10896 6
58148 584
89922 345
88164 345
23834 284
19208 809
9244 284
36929 284
9633 246
18860 296
10972 363
83081 284
92852 815
85627 381
44251 358
51366 364
42493 141
32065 34
95831 141
95832 141
31106 228
2526 37
74086 695
86339 483
23529 210
77432 284
90421 358
1668 276
72680 113
14409 452
24298 893
18753 185
75761 276
19802 264
34653 113
12784 509
1970 452
71075 888
57452 284
53845 579
49248 34
29920 34
9809 638
94286 158
95717 312
91550 312
81197 312
3570 638
72524 832
76677 246
71860 358
72426 330
35470 284
1577 225
5736 19
1416 6
9945 284
65001 671
28177 632
53806 358
51152 448
51282 632
94423 358
51970 365
54238 987
50937 243
79644 185
39726 284
80680 695
79463 454
18995 509
89192 509
81405 60
92287 969
32941 454
84115 632
62836 92
75470 604
73593 284
24270 714
21512 21
66890 105
17985 918
5654 358
6694 358
17488 340
880 284
19646 284
87894 284
18814 284
16085 284
85525 284
89547 872
70760 872
70871 284
8906 264
60639 749
58529 683
57638 900
56522 372
48911 345
1397 276
8358 284
82634 284
3045 284
4092 345
88586 284
79917 284
80880 765
25623 284
64503 284
34706 284
84828 284
9070 522
67606 712
67603 712
67602 712
67600 712
67596 712
67590 712
67589 712
6473 284
94977 556
20807 145
77078 578
78704 56
79840 578
67781 472
57716 6
56099 801
44884 233
78296 893
54556 893
48429 987
5116 688
8206 19
92541 233
13250 814
70378 814
67046 893
43953 109
5742 176
38568 284
11610 347
73565 679
20659 837
15948 809
33193 358
24966 809
82391 6
18120 34
67370 358
74503 511
82631 938
10478 358
82537 217
83840 358
85439 574
71428 113
12878 593
83358 358
15170 113
68004 395
72518 104
21861 284
74995 284
28604 999
2517 358
968 984
25961 936
74058 284
8304 358
5840 225
8253 593
24309 90
19511 284
19165 104
22425 310
2843 284
17540 104
117 104
18779 179
5169 104
1732 358
8119 358
26310 340
17535 34
23098 452
7739 452
14077 452
3111 452
93102 109
50069 340
18257 284
47535 612
54826 6
54258 6
51929 477
48194 284
32467 284
93907 779
89361 6
11503 6
2063 56
91766 284
91507 662
90688 55
89591 34
88589 481
90953 6
81053 638
85319 284
76566 69
18854 12
18568 6
36482 284
59201 26
48501 105
38642 329
29190 690
29189 690
29185 34
60696 49
21918 935
20302 66
63745 71
6725 26
60354 632
6695 284
25807 284
66837 284
21039 264
4358 179
65174 39
49037 243
47987 39
71998 19
85489 77
26702 243
11474 996
26749 19
20542 19
6308 19
31396 39
15237 284
54254 6
71459 6
74275 40
27141 284
15631 243
65484 33
65396 284
55932 465
65018 93
57735 708
62928 6
63116 243
63049 358
62480 969
63227 284
64817 6
61751 887
41508 222
64923 6
61790 284
59345 243
61606 372
61952 6
61236 661
62239 284
56328 194
61938 288
58776 165
58507 190
60623 284
59596 284
56770 77
59256 6
55757 6
51107 246
51106 284
47760 288
36093 6
55096 4
56594 243
56664 6
53315 996
56137 284
52177 284
54354 330
55664 606
40770 113
56422 284
15633 887
53738 284
54737 6
55353 794
55675 6
55311 157
52277 727
52719 358
40948 233
54995 19
4412 32
53224 222
91159 904
53323 918
53662 216
32977 477
53454 548
50823 233
66187 69
50037 340
51674 413
50553 113
51095 893
50942 477
47107 113
52035 413
48922 47
8983 656
24784 752
86146 284
50088 288
51574 284
46068 6
16221 632
47609 902
37226 113
50410 113
3826 284
35784 222
94099 893
9188 904
49807 206
42509 330
45502 583
49383 381
45099 113
39678 381
2749 41
17262 284
44169 6
95146 70
32196 113
44971 374
47027 284
45606 19
41153 229
47240 206
41881 19
95601 233
37814 233
3387 381
66523 158
69487 90
42353 206
37714 6
40166 284
5589 391
95178 34
81576 632
83054 262
92745 284
6653 276
62797 246
38802 243
33261 284
52540 509
29680 932
55276 243
94730 819
94337 358
34513 815
9381 284
92018 381
69019 191
74836 198
65272 470
63278 191
56513 174
65078 225
58699 284
59896 191
60196 284
59164 575
56325 57
79083 796
84591 470
39724 892
92373 284
55372 950
54103 607
51747 422
30811 777
54120 284
5918 284
53915 284
49856 270
52199 973
28787 472
90886 191
50560 91
86261 191
65929 51
40985 975
48025 169
29859 56
47522 109
7304 950
44860 191
65107 708
43083 248
33949 144
42064 46
69103 472
83996 630
5622 176
12149 101
4780 18
7307 101
8066 633
6840 113
95521 101
92820 993
87871 330
95634 109
3208 262
25922 262
92587 6
93882 191
93143 607
91311 633
91307 191
86759 1
90236 191
78950 82
16282 191
79066 842
79065 842
83554 284
31497 842
78056 842
84944 233
26697 632
95653 483
3081 284
83047 618
86493 368
94228 472
9303 438
42433 6
69152 498
69211 193
26009 575
87484 368
42152 193
71682 193
25212 193
43778 498
18736 498
69336 368
69335 368
69334 368
5235 368
39059 438
37855 438
27190 438
29224 77
28999 498
3398 498
92716 498
4419 193
22124 193
31803 342
85581 342
79979 342
69301 342
71594 342
40073 798
27470 6
95423 6
81109 6
49154 742
67491 284
68790 6
68724 6
53928 6
38631 6
85065 6
48764 284
39963 284
67469 6
67465 6
83642 6
29083 6
67636 472
471 233
91131 358
13611 998
54717 105
48885 105
5134 284
62645 772
54530 105
60802 105
55667 893
79546 6
52614 105
66340 21
71115 21
70688 358
25265 615
84823 329
25629 329
76195 394
74163 21
62432 708
58527 243
56238 950
48437 394
87838 329
51683 174
53833 148
54422 430
46746 329
53740 243
43888 243
57319 472
49521 922
42836 77
50650 329
52970 950
69275 472
53270 950
53403 248
86080 682
55100 180
49746 243
10770 371
11177 148
30001 358
27515 77
42771 358
87839 371
44517 57
40524 607
45442 371
33507 148
45686 148
41332 630
42610 144
32223 144
43931 113
95086 148
42768 148
6926 190
77237 77
26587 77
40375 148
11191 148
10999 126
42387 148
40141 662
29399 148
30365 270
38229 430
27676 371
90006 148
42350 662
35936 605
95466 371
89024 381
35142 381
86940 932
38988 180
29851 77
66280 605
95777 77
27047 605
32712 180
4832 951
8410 77
95493 77
7747 77
12135 77
3637 77
87837 329
3418 77
84159 77
7907 148
92573 428
94448 148
88758 217
93949 371
22221 77
24923 932
85834 6
89676 431
21847 662
79650 371
76412 932
87043 430
22744 77
25607 77
63028 109
56946 233
7789 954
40168 394
55489 692
51277 358
54588 401
45859 743
30353 206
40909 358
90647 262
89412 262
79532 374
11928 284
17653 284
22872 284
1232 284
71715 358
13614 998
83752 284
36429 913
79294 815
76887 913
74648 470
57279 284
54642 6
47456 814
80290 922
39344 28
28699 256
7346 284
7844 41
74694 284
62846 835
66915 284
22733 276
36958 284
35728 284
35484 41
33116 815
73561 104
64507 695
24994 695
87694 574
19698 462
77249 462
72033 61
13075 577
5606 381
24857 264
28548 109
43347 932
27887 20
79756 284
13965 358
60404 972
47971 71
31611 366
94357 6
55786 39
22432 69
85469 6
15111 164
19206 311
14417 202
4842 358
1085 208
19568 284
994 202
19193 202
878 593
19199 199
15110 284
990 284
19937 284
14415 202
31968 766
86020 284
72862 6
45374 805
38496 284
38691 113
44569 44
94638 714
13156 284
13122 284
83654 812
6080 284
72589 284
75103 819
1287 912
8115 284
71904 284
74184 889
48984 284
2597 19
41578 358
5117 548
5819 887
16765 887
2848 284
19787 825
83188 887
33152 358
75873 750
6638 284
18338 913
81025 46
88755 284
10807 731
58070 761
94412 509
90085 284
91018 254
90193 509
57025 284
22067 284
27013 284
47374 284
413 32
3558 284
14160 395
2249 198
28089 284
90550 284
39700 761
92683 6
71500 284
79292 284
74129 254
14995 763
14007 284
23927 113
66762 552
19358 254
38909 969
37140 574
62896 109
18983 472
38914 472
80413 284
38906 109
26518 46
85764 169
82981 808
93129 809
64069 312
23358 809
30778 117
85672 893
17705 893
61650 987
8352 90
29408 19
84996 358
10523 243
53631 928
9119 690
10205 93
32473 575
2516 93
32750 358
3461 722
383 179
7382 665
80712 239
1491 363
16845 171
68250 185
920 12
16082 949
14696 12
28165 366
15838 777
10151 19
11072 958
46143 607
92942 345
6893 194
86469 243
62166 109
16176 21
51941 138
56764 615
89955 893
49568 53
67647 49
56891 92
60902 340
57779 49
59150 49
55804 49
39762 271
59236 49
53635 92
81555 261
43206 284
48689 222
7182 92
66270 49
51186 271
50384 271
44182 63
15130 284
21264 284
90237 63
94258 63
26882 63
77308 261
92354 63
79352 63
40344 432
79390 271
2408 92
10503 53
2362 92
12631 284
33199 308
90779 284
41340 284
7364 92
38855 53
39314 308
84692 53
95352 261
90343 284
90244 308
88872 308
87556 308
86517 308
73710 63
33141 49
86589 53
23984 53
94406 53
83289 271
64462 261
32667 284
94593 261
36033 53
88000 261
27610 92
33887 63
35207 261
78318 284
27536 63
33299 284
81358 53
77270 509
93152 833
50014 6
6662 276
83873 345
17334 525
2027 19
55898 345
48975 969
53984 19
52028 284
49811 19
10390 19
27737 350
45482 345
37815 381
6532 232
64038 509
46819 345
46044 345
85031 470
94364 350
27240 44
42342 345
17164 113
40771 749
31994 695
7891 918
38378 462
40035 462
37618 233
38158 381
89456 345
69816 462
73420 877
10861 509
18532 233
10220 334
4131 477
92209 345
24920 345
92828 48
91737 345
24596 44
88884 335
34801 345
86179 488
31260 284
36755 243
85275 284
36754 284
12677 234
60319 32
46713 32
10149 32
45336 32
55318 32
71766 32
39743 32
6139 32
37659 32
11173 32
92125 32
71056 32
30198 372
53248 372
49038 372
68167 32
11276 32
39416 32
52558 6
88941 340
88568 32
78752 270
27510 696
82898 381
91871 32
15328 666
95628 32
80441 32
95103 32
67107 372
91902 32
90776 32
13516 284
81181 32
81065 32
80628 32
80627 32
82937 450
8763 32
35556 752
31043 77
85706 666
68156 752
94307 477
60436 6
58683 233
48246 6
50535 284
50101 191
46444 284
48543 6
22818 312
44198 6
8423 6
28903 801
28320 407
27817 109
26904 6
11473 575
4968 60
21874 14
58196 6
19546 284
23755 77
90544 284
79047 342
24068 51
71864 6
54334 345
75009 246
29144 887
33682 887
90211 145
82436 6
6196 887
56978 334
56631 772
52166 6
65034 386
45065 284
62280 243
53997 284
33834 794
53995 358
59847 243
41188 246
95543 246
55087 243
47041 246
52323 246
73053 246
47715 246
3642 708
44555 246
2807 470
39580 246
24474 246
89374 130
42512 246
32701 246
77306 284
93197 626
71739 130
23815 471
82852 43
90707 916
81338 234
16961 284
22018 90
6276 765
77144 19
47362 852
44629 114
42227 114
47629 681
41133 462
93653 483
75152 681
1411 283
34553 283
20896 6
92290 681
87047 749
13481 6
30934 358
14322 835
13131 394
80998 832
52270 47
54978 345
57170 255
57924 576
55284 345
36252 284
75671 893
61957 358
20377 507
51605 630
4795 19
49299 470
43558 470
45020 284
37813 470
41398 470
6730 969
75312 233
28205 969
69971 284
64379 256
81460 483
10513 60
84422 19
94065 107
499 377
31265 345
708 345
33191 548
969 6
72405 509
58984 887
61048 509
54855 812
64794 340
44360 121
61085 112
61273 156
61199 470
88343 15
58820 893
58020 243
58161 477
58048 194
55759 358
41401 383
48636 893
7268 19
87012 194
37978 918
5077 19
1010 519
33411 238
13071 19
8252 19
3943 358
55598 708
82957 6
21330 345
48142 638
51707 500
76110 284
50689 60
36742 60
19950 6
19014 90
41766 918
47536 612
71007 169
33683 801
41890 969
21105 56
28550 470
40606 815
95201 544
66867 739
63852 651
29498 470
71816 31
30782 358
86577 814
77218 616
87090 374
36606 249
25324 221
23658 815
73504 6
3501 243
95375 764
44439 821
7954 284
26402 15
78633 243
22497 59
6854 34
15080 284
66973 202
77617 19
73254 284
63701 284
30093 284
95811 322
802 936
35037 972
91178 19
29594 6
55848 191
39238 191
7908 708
26708 191
7232 200
40110 996
83453 18
11592 200
37301 448
11068 511
22580 193
9149 575
14477 191
37093 200
83516 200
72692 948
86534 200
8448 575
74723 191
8450 575
10358 406
19026 666
83116 832
70007 6
28224 34
5034 988
886 284
24244 314
54061 509
9923 19
43898 264
46749 681
15562 233
85256 695
49713 500
44168 470
29871 806
49588 470
45424 509
26277 887
94620 461
67798 454
45197 509
30418 734
40630 454
31039 472
7779 509
23964 26
15114 790
85519 887
74188 284
94000 6
67016 6
87823 206
15674 727
76300 630
13923 935
8311 90
40032 284
73947 113
88018 113
95384 284
66701 443
3931 47
88911 284
82857 284
89696 932
31654 372
34 284
65269 60
88099 6
56885 6
42052 71
40931 593
45716 128
55469 60
61069 446
19894 284
20147 19
19971 284
60516 6
20553 19
59045 47
88877 500
55931 638
54955 19
58451 932
51924 322
54692 42
53651 190
51085 381
52960 6
50007 6
52467 943
19597 20
15792 6
73602 509
51157 511
19857 284
48661 42
44141 284
43856 6
37547 813
8235 794
48655 284
41302 167
41960 284
47143 114
47243 681
46164 284
42455 284
38271 878
45534 388
45975 388
38796 681
37703 167
42356 113
92457 233
43576 361
42605 158
89852 254
19595 202
31102 340
77962 284
76289 854
21620 690
65970 690
32748 34
2208 574
14770 264
24898 243
74033 280
26350 366
51068 281
83778 6
11476 284
66309 128
7665 302
7673 726
19043 175
25275 175
74354 314
6453 314
88824 175
62064 448
57609 448
60655 448
61460 448
61584 19
58870 448
60092 448
57352 144
55594 270
56529 340
54575 945
30796 448
95693 448
87667 448
38618 691
16993 75
28424 312
57222 284
90768 246
51926 6
73787 264
4299 674
76791 913
72826 6
90388 113
40862 363
29433 363
72846 6
33698 264
4872 340
68297 161
68295 77
41660 26
65035 77
64174 77
24803 6
5961 246
80025 6
5809 797
11372 284
25784 41
24782 42
6261 145
587 832
4168 358
13073 825
10333 832
33846 284
92435 6
39268 113
67667 6
21300 690
55364 26
71283 41
74913 42
21334 488
25720 6
40068 6
93948 6
68264 6
38564 509
80525 243
26752 284
30475 6
13523 395
26745 472
24828 243
7583 230
33045 6
66593 306
34060 306
90974 797
89978 448
24114 472
18498 191
21154 264
87844 57
19628 797
37145 358
76713 18
85492 575
6460 191
19686 150
103 169
17742 243
15291 24
15293 6
15207 246
19781 6
60389 284
59682 284
34200 727
68035 470
76537 314
75384 358
35910 286
49309 337
